Sl.No,project_name,agency,State,approval_date,start_date,original_doc,revised_doc,original_cost,revised_cost,expenditure,physical_progress,project_code,legacy_ocms_code,pmgid,cost_overrun_amount,cost_overrun_percent,expenditure_percent,remaining_cost,expenditure_progress_gap,planned_duration_months,approval_to_start_months,project_age_months,schedule_change_months,time_overrun_flag,cost_overrun_flag,project_size_category,low_progress_flag,spending_ahead_of_progress,expenditure_exceeds_revised_cost,extreme_cost_overrun,cost_risk,schedule_risk,progress_risk,financial_risk,risk_score,risk_level,intervention_priority
1201,4 Lane with PS from Des. Ch 89.900 to Des. Ch. 136.100 of Belgaum-Hungund- Raichur Section of NH-748A Package-3,National Highways Authority of India [NHAI],Karnataka,2024-01-01,2025-04-01,2027-04-01,2027-12-01,1363.9,1219.62,115.76,19.25,National Highways Authority of India [NHAI],618650,-,-144.2800000000002,-10.578488158955947,9.491480953083748,1103.86,-9.758519046916252,24.0,15.0,12.0,8.0,1,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
158,240MW Heo HE Project,North Eastern Electric Power Corporation Limited,Arunachal Pradesh,2024-12-01,2025-05-01,2029-07-01,,1938.85,1938.85,96.94,4.95,North Eastern Electric Power Corporation Limited,611698,-,0.0,0.0,4.999871057585683,1841.91,0.0498710575856824,50.0,5.0,11.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
498,Integrated Multi Modal Logistics Hub at Nangal Chaudhary in Haryana - Other Trunk Infrastructure Development Phase 1,National Highways & Infrastructure Development Corporation Ltd. [NHIDCL],Haryana,2018-05-01,2021-12-01,2023-12-01,2028-05-01,763.0,763.0,430.0,60.0,National Highways & Infrastructure Development Corporation Ltd. [NHIDCL],707410,-,0.0,0.0,56.356487549148106,333.0,-3.643512450851894,24.0,43.0,52.0,53.0,1,0,Medium,0,0,0,0,0,100,40,0,40.0,MEDIUM,447
63,TAPIN SOUTH EXPN,Ministry of Coal,Jharkhand,2020-11-01,2020-11-01,2028-03-01,,230.41,230.41,22.02,22.76,Ministry of Coal,615349,N06000241,0.0,0.0,9.556876871663556,208.39,-13.203123128336443,88.0,0.0,65.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
524,Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant,Steel Authority of India Limited [SAIL],West Bengal,2025-01-01,2025-02-01,2028-07-01,,2518.39,2518.39,375.65,22.5,Steel Authority of India Limited [SAIL],617338,-,0.0,0.0,14.916275874665958,2142.74,-7.583724125334042,41.0,1.0,14.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
1195,Widening to Two Lane with Paved Shoulder of NH-73 New Spur Road Ujire - Dharmasthala - Periyashanthi in the State of Karnataka under on HAM under NHO Annual Plan 2023-24Job No NH-73Spur-KNT-2023-24-996,MoRTH,Karnataka,2024-01-01,2025-11-01,2027-11-01,,613.65,613.65,0.0,0.0,MoRTH,618189,-,0.0,0.0,0.0,613.65,0.0,24.0,22.0,5.0,,0,0,Medium,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
526,GOOTY-PENDEKALLU DOUBLING 29.225 Km,South Central Railway [SCR] - II,Andhra Pradesh,2023-03-01,2023-06-01,2027-03-01,2027-03-01,351.83,351.83,330.25,3.03,South Central Railway [SCR] - II,611752,N22000585,0.0,0.0,93.86635591052496,21.579999999999984,90.83635591052496,45.0,3.0,34.0,0.0,0,0,Small,1,1,0,0,0,0,100,100,40.0,MEDIUM,447
211,Transmission System Strengthening at Davanagere for Integration of RE Generation [SPV Name - POWERGRID Davanagere Power Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],Karnataka,2025-09-01,2025-09-01,2027-09-01,,379.0,379.0,17.06,2.5,Power Grid Corporation of India Limited [POWERGRID],617803,-,0.0,0.0,4.5013192612137205,361.94,2.0013192612137205,24.0,0.0,7.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
529,Flyover between Pendurthi and Simhachalam North to avoid surface crossing at Simhachalam 7.135 km PB 73 of 2023 24 NR,East Coast Railway [ECoR] - II,Andhra Pradesh,2023-04-01,2024-05-01,2027-04-01,,183.65,183.65,14.79,15.0,East Coast Railway [ECoR] - II,612827,-,0.0,0.0,8.053362374081132,168.86,-6.946637625918868,35.0,13.0,23.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
1743,Improvement of Geometrics of Thondupally to Kothur from Km 22.300 to Km 34.14 of NH-44,National Highways Authority of India [NHAI],Telangana,2022-03-01,2023-03-01,2024-09-01,,541.58,527.43,72.23,17.05,National Highways Authority of India [NHAI],618560,N24002082,-14.150000000000093,-2.6127257284242567,13.69470830252356,455.19999999999993,-3.355291697476442,18.0,12.0,37.0,,0,0,Medium,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
531,Tiupati Katpadi 104.39 kms,South Central Railway [SCR] - II,Andhra Pradesh,2025-04-01,2025-04-01,2029-03-01,,1215.56,1215.56,0.16,0.05,South Central Railway [SCR] - II,617210,-,0.0,0.0,0.0131626575405574,1215.4,-0.0368373424594425,47.0,0.0,12.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
1883,Widening to 2-lane with Hard Shoulder configuration of Mana Ch. 0.00 to Mana Pass Ch. 50.987 road on NH-07 under Bharatmala Pariyojna in the state of Uttarakhand under Annual Plan 2022-23 length 50.987,MoRTH,Uttarakhand,2022-10-01,2023-10-01,2027-10-01,2028-10-01,573.96,573.96,0.0,20.78,MoRTH,618207,-,0.0,0.0,0.0,573.96,-20.78,48.0,12.0,30.0,12.0,1,0,Medium,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
1742,6L of existing 4L from Gundlapochampally to Bowenpally from km 471.300 to km 481.331 of NH-44,National Highways Authority of India [NHAI],Telangana,2021-12-01,2022-08-01,2024-07-01,2026-04-01,521.53,528.21,256.53,50.5,National Highways Authority of India [NHAI],618559,N24001556,6.680000000000064,1.280846739401389,48.56591128528425,271.68000000000006,-1.9340887147157488,23.0,8.0,44.0,21.0,1,1,Medium,0,0,0,0,25,75,40,0,40.0,MEDIUM,447
537,Furkating-New Tinsukia[194 Km],Northeast Frontier Railway [NFR],Assam,2025-09-01,2025-09-01,2029-06-01,,3633.58,3633.58,0.0,0.0,Northeast Frontier Railway [NFR],618986,-,0.0,0.0,0.0,3633.58,0.0,45.0,0.0,7.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
1190,Construction of Major Bridge Across Sharavathi Backwaters and approches between Ambargodu and Kalasavalli Near Sigandhur in Sagar Taluk on NH 369E in the State of Karnataka on EPC mode.Job No. NH-369E-KNT-2018-19-895 dated 06.03.2019.,MoRTH,Karnataka,2019-03-01,2019-12-01,2022-12-01,,423.15,423.15,0.0,0.0,MoRTH,618144,N24001281,0.0,0.0,0.0,423.15,0.0,36.0,9.0,76.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
212,Transmission System Strengthening for integration of additional RE Potential at Davanagere [0.25 GW] and Bellary [2.75 GW],Power Grid Corporation of India Limited [POWERGRID],Karnataka,2026-02-01,2026-02-01,2028-02-01,,1111.0,1111.0,5.5,1.0,Power Grid Corporation of India Limited [POWERGRID],619228,-,0.0,0.0,0.495049504950495,1105.5,-0.504950495049505,24.0,0.0,2.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
540,"Mariani-Jorhat, Tinsukia-Dangri and Makum -TirapTrack Electrification Project",GM/C/ NFR,Assam,2018-09-01,2022-01-01,2024-05-01,,183.99,183.99,0.0,0.0,GM/C/ NFR,706940,-,0.0,0.0,0.0,183.99,0.0,28.0,40.0,51.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
541,Harmuty-Murkongselek Branch Line Electrification Project,GM/C/ NFR,Assam,2018-09-01,2022-01-01,2024-05-01,,237.52,237.52,0.0,0.0,GM/C/ NFR,706942,-,0.0,0.0,0.0,237.52,0.0,28.0,40.0,51.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
543,Construction of Bulb line at Nabinagar Ankorah of East Central Railway,East Central Railway [ECR] - I,Bihar,2024-06-01,2024-06-01,2028-06-01,,611.74,611.74,0.0,0.0,East Central Railway [ECR] - I,617231,-,0.0,0.0,0.0,611.74,0.0,48.0,0.0,22.0,,0,0,Medium,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
544,Doubling of Narkatiaganj Raxaul Sitamarhi Darbhanga & Sitamarhi Muzaffarpur 256 KM,East Central Railway [ECR] - I,Bihar,2024-11-01,2025-11-01,2029-11-01,,4079.95,4079.95,2.67,0.0,East Central Railway [ECR] - I,617239,-,0.0,0.0,0.0654419784556183,4077.28,0.0654419784556183,48.0,12.0,5.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
66,CHUPERBHITA SIMLONG OCP MDO 6,Eastern Coal Fields Limited [ECL],Jharkhand,2023-12-01,2023-12-01,2037-03-01,,979.08,979.08,0.0,0.05,Eastern Coal Fields Limited [ECL],616225,N06000280,0.0,0.0,0.0,979.08,-0.05,159.0,0.0,28.0,,0,0,Medium,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
1888,"STABILIZATION OF LAND SLIDE AND SLOPE PROTECTION AT KM 11.00 TO KM 11.08, 29,730 KM TO 30,060 KM, 30,400 KM TO 31,060 KM, 34,750 KM TO 35,300 KM, 38,950 KM TO 39,030 KM & 39,460 KM TO 39,540 KM TWO LOC CLUBBED, KM 40,400 TO KM 40,650, KM 43,500 KM 43,680, 52,460 RISHIKESH - DHARASU ROAD NH-94 ON EPC MODE IN THE STATE OF UTTARAKHAND. NOSE OF LAND SLIDE - 12 NOS",MoRTH,Uttarakhand,2024-01-01,2025-10-01,2027-04-01,,197.26,197.26,0.0,15.06,MoRTH,618212,-,0.0,0.0,0.0,197.26,-15.06,18.0,21.0,6.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
143,PARASCOLE JAMBAD OCP,Eastern Coal Fields Limited [ECL],West Bengal,2024-11-01,2024-11-01,2037-03-01,,1193.55,1193.55,11.42,0.22,Eastern Coal Fields Limited [ECL],616230,N06000281,0.0,0.0,0.956809517824976,1182.13,0.736809517824976,148.0,0.0,17.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
213,Augmentation of 1x500 MVA 400/220kV ICT [3rd] at Thrissur VSC HVDC Station in Kerala,Power Grid Corporation of India Limited [POWERGRID],Kerala,2025-08-01,2025-08-01,2027-08-01,,173.14,173.14,2.08,1.5,Power Grid Corporation of India Limited [POWERGRID],619028,-,0.0,0.0,1.2013399561048863,171.05999999999997,-0.2986600438951137,24.0,0.0,8.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
68,BLOCK E OCP,Ministry of Coal,Jharkhand,2024-03-01,2024-03-01,2029-03-01,,5850.83,5850.83,20.32,4.17,Ministry of Coal,616253,N06000287,0.0,0.0,0.3473011521442257,5830.51,-3.8226988478557744,60.0,0.0,25.0,,0,0,Mega,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
559,4th line between Nipania Bhatapara 14.4 Km,South East Central Railway [SECR] - II,Chhattisgarh,2022-12-01,2024-05-01,2027-03-01,,170.49,170.49,9.56,15.0,South East Central Railway [SECR] - II,612815,N22000573,0.0,0.0,5.607367000997126,160.93,-9.392632999002874,34.0,17.0,23.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
560,KHARSIA- NAYA RAIPUR-PARMALKASA 5th and 6th Line [278KM],CAO/C/SECR,Chhattisgarh,2025-04-01,2025-04-01,2031-03-01,,7853.84,7853.84,0.64,0.0,CAO/C/SECR,617200,-,0.0,0.0,0.0081488800382997,7853.2,0.0081488800382997,71.0,0.0,12.0,,0,0,Mega,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
743,POKHRAN - RAMDEVRA New Line,North Western Railway [NWR],Rajasthan,2025-04-01,2025-04-01,2028-03-01,,189.21,189.21,0.0,0.0,North Western Railway [NWR],617404,-,0.0,0.0,0.0,189.21,0.0,35.0,0.0,12.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
1005,Upgradation to Two lane with Paved Shoulder Configuration of Narayanpur Kasturmeta pkg-II from design ch. 48.693 to 70.453 design length21.760 Km. on NH-130D under EPC mode in the state of Chhattisgarh.,MoRTH,Chhattisgarh,2022-12-01,2024-12-01,2026-06-01,,200.67,200.67,14.99,0.0,MoRTH,617972,-,0.0,0.0,7.469975581800966,185.68,7.469975581800966,18.0,24.0,16.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
565,4TH LINE - BHATAPARA-HATHBAND [8.8 KM] [PB-72/NR/2022-23],SECR,Chhattisgarh,2022-09-01,2024-05-01,2027-01-01,2027-12-01,177.03,177.03,4.8,16.0,SECR,709815,N22000574,0.0,0.0,2.7114048466361633,172.23,-13.288595153363836,32.0,20.0,23.0,11.0,1,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
217,Transmission System for evacuation of power from Mahan Energen Limited Generating Station in Madhya Pradesh [SPV Name - POWERGRID MEL Power Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],Madhya Pradesh,2025-06-01,2025-06-01,2027-12-01,,558.0,558.0,50.22,9.75,Power Grid Corporation of India Limited [POWERGRID],617279,-,0.0,0.0,9.0,507.78,-0.75,30.0,0.0,10.0,,0,0,Medium,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
327,Phase B of Construction of Permanent Campus of IIT Palakkad,INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD,Kerala,2025-05-01,2026-01-01,2028-10-01,,1527.0,1527.0,9.8,0.0,INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD,617878,-,0.0,0.0,0.641781270464964,1517.2,0.641781270464964,33.0,8.0,3.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
1161,Grade separated Interchanges at Km. 113.730 junction with Ranchi Hazaribagh Road & Km. 139.225 junction with Ranchi Jamshedpur road on 4L Ranchi Bypass of NH-33,National Highways Authority of India [NHAI],Jharkhand,2025-01-01,2025-12-01,2027-12-01,2027-12-01,303.53,5.58,3.16,0.0,National Highways Authority of India [NHAI],618737,-,-297.95,-98.16163146970644,56.63082437275986,2.42,56.63082437275986,24.0,11.0,4.0,0.0,0,0,Small,1,1,0,0,0,0,100,100,40.0,MEDIUM,447
523,Revamping of Air Pollution Control Systems of SP-1 at Durgapur Steel Plant,Steel Authority of India Limited [SAIL],West Bengal,2024-07-01,2024-12-01,2026-05-01,,196.4,196.4,35.36,24.8,Steel Authority of India Limited [SAIL],617251,N12000140,0.0,0.0,18.0040733197556,161.04000000000002,-6.795926680244399,17.0,5.0,16.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
740,PUSHKAR- MERTA CITY NEW LINE,North Western Railway [NWR],Rajasthan,2024-02-01,2024-02-01,2026-12-01,,799.64,799.64,131.75,8.0,North Western Railway [NWR],616841,-,0.0,0.0,16.476164273923267,667.89,8.476164273923267,34.0,0.0,26.0,,0,0,Medium,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
504,Development of Zaheerabad Node under Hyderabad Nagpur Industrial Corridor,National Industrial Corridor Development Corporation,Telangana,2024-08-01,2026-02-01,2029-01-01,,2360.0,2360.0,0.0,0.3,National Industrial Corridor Development Corporation,601812,-,0.0,0.0,0.0,2360.0,-0.3,35.0,18.0,2.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
1881,Rehabilitation and upgrading to two lanes with paved shoulders and Strengthening of Kotdwar-Pauri-Srinagar road section from Km 232.00 to 274.470 on NH-119 New 534 Paidul to Srinagar in the State of Uttarakhand on EPC Mode under NHO Annual Plan 2021-22.,MoRTH,Uttarakhand,2022-02-01,2025-12-01,2027-12-01,,299.31,299.31,0.0,2.0,MoRTH,618041,-,0.0,0.0,0.0,299.31,-2.0,24.0,46.0,4.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
208,System Strengthening at Koppal-II and GadagII for integration of RE generation projects [SPV Name POWERGRID Koppal Gadag Augmentation Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],Karnataka,2025-01-01,2025-01-01,2027-06-01,,1354.0,1354.0,270.8,22.5,Power Grid Corporation of India Limited [POWERGRID],616672,N18000409,0.0,0.0,20.0,1083.2,-2.5,29.0,0.0,15.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
147,100 MW SPP part of SECI 150 MW Hybrid,NLC India Limited [NLCIL],Gujarat,2022-07-01,2024-04-01,2026-12-01,,480.68,480.68,2.62,1.2,NLC India Limited [NLCIL],618992,-,0.0,0.0,0.5450611633519181,478.06,-0.6549388366480818,32.0,21.0,24.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
1749,4L Access Controlled Greenfield Highway section on NH163G Warangal-Khammam from Oorugonda village in Hanamkonda District at Design Ch. 112.240 Km to Venkatpur village in Warangal District at Design Ch. 150.240 KmPackage-I,National Highways Authority of India [NHAI],Telangana,2023-03-01,2025-06-01,2027-06-01,2028-05-01,1142.6,1140.82,65.67,0.0,National Highways Authority of India [NHAI],618814,-,-1.7799999999999727,-0.1557850516366158,5.756385757612946,1075.15,5.756385757612946,24.0,27.0,10.0,11.0,1,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
150,810 MW Solar Power Project - Rajasthan,NLC India Limited [NLCIL],Rajasthan,2024-10-01,2025-09-01,2028-03-01,,4147.07,4147.07,224.77,0.0,NLC India Limited [NLCIL],618981,-,0.0,0.0,5.419971208588232,3922.3,5.419971208588232,30.0,11.0,7.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
209,"Augmentation of Transformation Capacity by 3x500 MVA, 400/220 KV ICTS [6th-8th] and 1x1500 MVA, 765/400 KV ICT [4th] at Bidar PS [SPV Name- POWERGRID Bidar Augmentation Transmission Limited]",Power Grid Corporation of India Limited [POWERGRID],Karnataka,2025-02-01,2025-02-01,2027-06-01,,288.0,288.0,20.16,7.2,Power Grid Corporation of India Limited [POWERGRID],617068,N18000410,0.0,0.0,7.000000000000001,267.84,-0.1999999999999993,28.0,0.0,14.0,,0,0,Small,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
1754,Upgradation to Two Lane with Paved Shoulders from Km 0.000 to Km 41.920 Green Field Alignment of Gowrelly to Valigonda Section of NH-930P in the State of Telangana on EPC Mode under Annual Plan 2022-23,MoRTH,Telangana,2022-11-01,2026-05-01,2028-04-01,,690.33,690.33,0.0,0.0,MoRTH,619009,-,0.0,0.0,0.0,690.33,0.0,23.0,42.0,-1.0,,0,0,Medium,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
505,IMC at Prayagraj,National Industrial Corridor Development Corporation,Uttar Pradesh,2024-08-01,2026-04-01,2028-12-01,,658.0,658.0,0.0,6.5,National Industrial Corridor Development Corporation,707419,-,0.0,0.0,0.0,658.0,-6.5,32.0,20.0,0.0,,0,0,Medium,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
1748,4L Access Controlled Greenfield Section Mancherial Warangal from Narva village at Design Ch. 3.834 Km to Puttapaka village at Design Ch. 35.300 Km Package-I,National Highways Authority of India [NHAI],Telangana,2023-03-01,2024-12-01,2026-12-01,2027-10-01,1127.9,1104.27,110.86,9.0,National Highways Authority of India [NHAI],618813,-,-23.63000000000011,-2.095043886869413,10.039211424742138,993.41,1.0392114247421382,24.0,21.0,16.0,10.0,1,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
503,Development of Palakkad Node under extension of CBIC to Kochi,National Industrial Corridor Development Corporation,Kerala,2024-08-01,2025-10-01,2029-04-01,,3805.0,3805.0,0.0,1.0,National Industrial Corridor Development Corporation,701668,-,0.0,0.0,0.0,3805.0,-1.0,42.0,14.0,6.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
1747,4L Access Controlled Greenfield Section Mancherial Warangal from Puttapaka village at Design Ch. 35.300 Km to Pangidipalle village at Design Ch. 72.350 KmPackage-II,National Highways Authority of India [NHAI],Telangana,2023-01-01,2025-06-01,2027-06-01,2027-12-01,1129.33,1145.41,78.94,6.3,National Highways Authority of India [NHAI],618812,-,16.080000000000155,1.4238530810303591,6.891855318183008,1066.47,0.5918553181830086,24.0,29.0,10.0,6.0,1,1,Large,1,0,0,0,25,25,100,0,40.0,MEDIUM,447
502,Tumakuru Node - Phase 1 - Roads and Services Development,National Highways & Infrastructure Development Corporation Ltd. [NHIDCL],Karnataka,2020-12-01,2023-02-01,2026-09-01,,1701.81,1701.81,278.35,23.18,National Highways & Infrastructure Development Corporation Ltd. [NHIDCL],701657,-,0.0,0.0,16.356114959954404,1423.46,-6.823885040045596,43.0,26.0,38.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
500,Kopparthy Industrial Area,NICDC,Andhra Pradesh,2024-08-01,2025-10-01,2028-10-01,,2136.0,2136.0,39.75,3.0,NICDC,617729,-,0.0,0.0,1.8609550561797752,2096.25,-1.1390449438202246,36.0,14.0,6.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
210,Transmission Scheme for integration of Davanagere/ Chitradurga and Bellary REZ in Karnataka [POWERGRID Chitradurga Bellary REZ Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],Karnataka,2025-03-01,2025-03-01,2027-09-01,,3453.0,3453.0,414.36,13.41,Power Grid Corporation of India Limited [POWERGRID],617184,N18000419,0.0,0.0,12.000000000000002,3038.64,-1.4099999999999984,30.0,0.0,13.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
499,Orvakal Industrial Area,NICDC,Andhra Pradesh,2024-08-01,2025-10-01,2028-10-01,,2786.0,2786.0,112.0,6.14,NICDC,617727,-,0.0,0.0,4.0201005025125625,2674.0,-2.1198994974874372,36.0,14.0,6.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
62,MURAIDIH UG PROJECT,Bharat Coking Coal Limited (BCCL),Jharkhand,2011-02-01,2011-02-01,2014-04-01,2026-12-01,339.87,339.87,191.0,70.47,BCCL,613808,N06000096,0.0,0.0,56.19795804278106,148.87,-14.27204195721894,38.0,0.0,182.0,152.0,1,0,Small,0,0,0,0,0,100,40,0,40.0,MEDIUM,447
146,200 MW SPP part of 510 MW CPSU scheme,NLC India Limited [NLCIL],Gujarat,2022-07-01,2024-03-01,2026-12-01,,1221.41,1221.41,64.03,0.0,NLC India Limited [NLCIL],618991,-,0.0,0.0,5.242301929736943,1157.38,5.242301929736943,33.0,20.0,25.0,,0,0,Large,1,0,0,0,0,50,100,0,40.0,MEDIUM,447
1144,2L NH-1 from km 8.660 to km 33.775 Sumbal to Wayul to 4L dual carriageway NH standard as part of Srinagar Ring Road PhaseII [Design Ch. 41.907 to Ch. 66.609],National Highways Authority of India [NHAI],"Jammu and
Kashmir",2022-11-01,2023-12-01,2026-06-01,2027-04-01,961.0,643.64,412.37,48.8,National Highways Authority of India [NHAI],618547,N24002059,-317.36,-33.02393340270552,64.068423342241,231.27,15.268423342241007,30.0,13.0,28.0,10.0,1,0,Medium,0,0,0,0,0,50,75,40,39.75,MEDIUM,693
31,DIPKA EXPANSION OCP [40 MTY],South Eastern Coalfields Limited [SECL],Chhattisgarh,2020-12-01,2020-12-01,2029-03-01,,5241.4,5241.4,2910.11,38.0,South Eastern Coalfields Limited [SECL],400354,N06000200,0.0,0.0,55.52161636204068,2331.2899999999995,17.52161636204068,99.0,0.0,64.0,,0,0,Mega,0,0,0,0,0,50,75,40,39.75,MEDIUM,693
607,Bagalkot-Kudachi New Railway Line [142 km],South Western Railway [SWR] - II,Karnataka,2013-10-01,2012-11-01,2027-03-01,2027-01-01,1378.0,1649.0,797.87,36.0,South Western Railway [SWR] - II,705495,N22000258,271.0,19.666182873730044,48.38508186779867,851.13,12.385081867798668,172.0,-11.0,161.0,-2.0,0,1,Large,0,0,0,0,50,0,75,40,39.75,MEDIUM,693
1387,Strengthening of Existing Alignment of Pandharpur Town Part Bypassed Section of NH 965 from KM 36.230 to KM 44.230 from Chh. Shivaji Maharaj Chowk to Wakhari,National Highways Authority of India [NHAI],Maharashtra,2022-08-01,2023-11-01,2025-10-01,2026-08-01,150.21,87.59,58.75,48.0,National Highways Authority of India [NHAI],618628,-,-62.620000000000005,-41.6883030424073,67.0738668797808,28.840000000000003,19.073866879780795,23.0,15.0,29.0,10.0,1,0,Small,0,0,0,0,0,50,75,40,39.75,MEDIUM,693
1830,"4 lanning of Aligarh Palwal section from km 0.00 to km 46.39 package -1 from khereshwar junction-kurana of NH33D , including khair & jattari bypass in the state of UP on HAM mode",National Highways Authority of India [NHAI],Uttar Pradesh,2024-03-01,2025-03-01,2027-03-01,2027-03-01,1663.38,1685.69,534.65,15.75,National Highways Authority of India [NHAI],618690,-,22.309999999999945,1.34124493501184,31.71698236330523,1151.04,15.966982363305233,24.0,12.0,13.0,0.0,0,1,Large,1,0,0,0,25,0,100,40,38.5,MEDIUM,697
996,4L of Munger Mirzachauki section from Munger to Kharia village junction from Km 69520 to Km 95580 Pkg-1,NHAI,Bihar,2021-01-01,2022-03-01,2024-03-01,2026-06-01,1659.81,1696.66,506.33,78.09,NHAI,619289,-,36.850000000000136,2.2201336297528114,29.842749873280443,1190.3300000000002,-48.24725012671957,24.0,14.0,49.0,27.0,1,1,Large,0,0,0,0,25,100,0,0,37.5,MEDIUM,698
